#generated-date=2023-07-24
charcot-marie-tooth disease axonal type 2f	http://purl.obolibrary.org/obo/MONDO_0011687	Charcot-Marie-Tooth disease axonal type 2F
charcot-marie-tooth disease axonal type 2f	http://www.orpha.net/ORDO/Orphanet_99940	Autosomal dominant Charcot-Marie-Tooth disease type 2F
charcot-marie-tooth disease, axonal, type 2gg	http://purl.obolibrary.org/obo/MONDO_0011675	Charcot-Marie-Tooth Disease, axonal, type 2GG
charcot-marie-tooth disease, axonal, type 2hh	http://purl.obolibrary.org/obo/MONDO_0030458	Charcot-Marie-Tooth disease, axonal, Type 2HH
charcot-marie-tooth disease axonal type 2k	http://purl.obolibrary.org/obo/MONDO_0011916	Charcot-Marie-Tooth disease axonal type 2K
charcot-marie-tooth disease axonal type 2l	http://purl.obolibrary.org/obo/MONDO_0012096	Charcot-Marie-Tooth disease axonal type 2L
charcot-marie-tooth disease axonal type 2l	http://www.orpha.net/ORDO/Orphanet_99945	Autosomal dominant Charcot-Marie-Tooth disease type 2L
charcot-marie-tooth disease axonal type 2n	http://purl.obolibrary.org/obo/MONDO_0013212	Charcot-Marie-Tooth disease axonal type 2N
charcot-marie-tooth disease axonal type 2n	http://www.orpha.net/ORDO/Orphanet_228174	Autosomal dominant Charcot-Marie-Tooth disease type 2N
charcot-marie-tooth disease axonal type 2o	http://purl.obolibrary.org/obo/MONDO_0013644	Charcot-Marie-Tooth disease axonal type 2O
charcot-marie-tooth disease axonal type 2o	http://www.orpha.net/ORDO/Orphanet_284232	Autosomal dominant Charcot-Marie-Tooth disease type 2O
charcot-marie-tooth disease axonal type 2p	http://purl.obolibrary.org/obo/MONDO_0013753	Charcot-Marie-Tooth disease axonal type 2P
charcot-marie-tooth disease axonal type 2q	http://purl.obolibrary.org/obo/MONDO_0014012	Charcot-Marie-Tooth disease axonal type 2Q
charcot-marie-tooth disease axonal type 2q	http://www.orpha.net/ORDO/Orphanet_329258	Autosomal dominant Charcot-Marie-Tooth disease type 2Q
charcot-marie-tooth disease axonal type 2s	http://purl.obolibrary.org/obo/MONDO_0014511	Charcot-Marie-Tooth disease axonal type 2S
charcot-marie-tooth disease axonal type 2t	http://www.ebi.ac.uk/efo/EFO_0009162	charcot-marie-tooth disease, axonal, type 2t
charcot-marie-tooth disease axonal type 2u	http://purl.obolibrary.org/obo/MONDO_0014566	Charcot-Marie-Tooth disease axonal type 2U
charcot-marie-tooth disease axonal type 2u	http://www.orpha.net/ORDO/Orphanet_397735	Autosomal dominant Charcot-Marie-Tooth disease type 2U
charcot-marie-tooth disease axonal type 2v	http://purl.obolibrary.org/obo/MONDO_0014665	Charcot-Marie-Tooth disease axonal type 2V
charcot-marie-tooth disease axonal type 2x	http://www.ebi.ac.uk/efo/EFO_1001983	Autosomal recessive Charcot Marie Tooth disease type 2X
charcot-marie-tooth disease axonal type 2z	http://purl.obolibrary.org/obo/MONDO_0014736	Charcot-Marie-Tooth disease axonal type 2Z
charcot-marie-tooth disease, axonal, with vocal cord paresis, autosomal recessive	http://www.orpha.net/ORDO/Orphanet_101097	Autosomal recessive Charcot-Marie-Tooth disease with hoarseness
charcot-marie-tooth disease, demyelinating, type 1g	http://www.ebi.ac.uk/efo/EFO_0010266	Charcot-Marie-Tooth disease type 1G
charcot-marie-tooth disease dominant intermediate b	http://purl.obolibrary.org/obo/MONDO_0011674	Charcot-Marie-Tooth disease dominant intermediate B
charcot-marie-tooth disease dominant intermediate c	http://purl.obolibrary.org/obo/MONDO_0012012	Charcot-Marie-Tooth disease dominant intermediate C
charcot-marie-tooth disease dominant intermediate d	http://purl.obolibrary.org/obo/MONDO_0011909	Charcot-Marie-Tooth disease dominant intermediate D
charcot-marie-tooth disease dominant intermediate e	http://purl.obolibrary.org/obo/MONDO_0013758	Charcot-Marie-Tooth disease dominant intermediate E
charcot-marie-tooth disease dominant intermediate e	http://www.orpha.net/ORDO/Orphanet_93114	Autosomal dominant intermediate Charcot-Marie-Tooth disease type E
charcot-marie-tooth disease dominant intermediate f	http://purl.obolibrary.org/obo/MONDO_0014074	Charcot-Marie-Tooth disease dominant intermediate F
charcot-marie-tooth disease dominant intermediate f	http://www.orpha.net/ORDO/Orphanet_352670	Autosomal dominant intermediate Charcot-Marie-Tooth disease type F
charcot-marie-tooth disease, dominant intermediate g	http://purl.obolibrary.org/obo/MONDO_0036484	Charcot-Marie-Tooth disease, dominant intermediate G
charcot-marie-tooth disease-hearing loss-intellectual disability syndrome	http://purl.obolibrary.org/obo/MONDO_0008960	Charcot-Marie-Tooth disease-hearing loss-intellectual disability syndrome
charcot-marie-tooth disease	http://purl.obolibrary.org/obo/MONDO_0015626	Charcot-Marie-Tooth disease
charcot-marie-tooth disease recessive intermediate a	http://purl.obolibrary.org/obo/MONDO_0012014	Charcot-Marie-Tooth disease recessive intermediate A
charcot-marie-tooth disease recessive intermediate a	http://www.orpha.net/ORDO/Orphanet_217055	Autosomal recessive intermediate Charcot-Marie-Tooth disease type A
charcot-marie-tooth disease recessive intermediate b	http://purl.obolibrary.org/obo/MONDO_0013338	Charcot-Marie-Tooth disease recessive intermediate B
charcot-marie-tooth disease recessive intermediate b	http://www.orpha.net/ORDO/Orphanet_254334	Autosomal recessive intermediate Charcot-Marie-Tooth disease type B
charcot-marie-tooth disease recessive intermediate c	http://purl.obolibrary.org/obo/MONDO_0014154	Charcot-Marie-Tooth disease recessive intermediate C
charcot-marie-tooth disease recessive intermediate c	http://www.orpha.net/ORDO/Orphanet_369867	Autosomal recessive intermediate Charcot-Marie-Tooth disease type C
charcot-marie-tooth disease type 1b	http://purl.obolibrary.org/obo/MONDO_0007307	Charcot-Marie-Tooth disease type 1B
charcot-marie-tooth disease type 1c	http://purl.obolibrary.org/obo/MONDO_0010995	Charcot-Marie-Tooth disease type 1C
charcot-marie-tooth disease type 1d	http://purl.obolibrary.org/obo/MONDO_0011890	Charcot-Marie-Tooth disease type 1D
charcot-marie-tooth disease type 1e	http://purl.obolibrary.org/obo/MONDO_0007311	Charcot-Marie-Tooth disease type 1E
charcot-marie-tooth disease type 1f	http://purl.obolibrary.org/obo/MONDO_0011902	Charcot-Marie-Tooth disease type 1F
charcot-marie-tooth disease type 2a1	http://purl.obolibrary.org/obo/MONDO_0007308	Charcot-Marie-Tooth disease type 2A1
charcot-marie-tooth disease type 2a1	http://www.orpha.net/ORDO/Orphanet_99946	Autosomal dominant Charcot-Marie-Tooth disease type 2A1
charcot-marie-tooth disease type 2a2	http://purl.obolibrary.org/obo/MONDO_0012231	Charcot-Marie-Tooth disease type 2A2
charcot-marie-tooth disease type 2a2	http://www.orpha.net/ORDO/Orphanet_99947	Autosomal dominant Charcot-Marie-Tooth disease type 2A2
charcot-marie-tooth disease type 2b1	http://purl.obolibrary.org/obo/MONDO_0011569	Charcot-Marie-Tooth disease type 2B1
charcot-marie-tooth disease type 2b2	http://purl.obolibrary.org/obo/MONDO_0011570	Charcot-Marie-Tooth disease type 2B2
charcot-marie-tooth disease type 2b	http://purl.obolibrary.org/obo/MONDO_0010949	Charcot-Marie-Tooth disease type 2B
charcot-marie-tooth disease type 2b	http://www.orpha.net/ORDO/Orphanet_99936	Autosomal dominant Charcot-Marie-Tooth disease type 2B
charcot-marie-tooth disease type 2d	http://purl.obolibrary.org/obo/MONDO_0011091	Charcot-Marie-Tooth disease type 2D
charcot-marie-tooth disease type 2d	http://www.orpha.net/ORDO/Orphanet_99938	Autosomal dominant Charcot-Marie-Tooth disease type 2D
charcot-marie-tooth disease type 2e	http://purl.obolibrary.org/obo/MONDO_0011894	Charcot-Marie-Tooth disease type 2E
charcot-marie-tooth disease type 2e	http://www.orpha.net/ORDO/Orphanet_99939	Autosomal dominant Charcot-Marie-Tooth disease type 2E
charcot-marie-tooth disease type 2	http://purl.obolibrary.org/obo/MONDO_0018993	Charcot-Marie-Tooth disease type 2
charcot-marie-tooth disease type 2i	http://purl.obolibrary.org/obo/MONDO_0011889	Charcot-Marie-Tooth disease type 2I
charcot-marie-tooth disease type 2j	http://purl.obolibrary.org/obo/MONDO_0011903	Charcot-Marie-Tooth disease type 2J
charcot-marie-tooth disease type 2r	http://purl.obolibrary.org/obo/MONDO_0014208	Charcot-Marie-Tooth disease type 2R
charcot-marie-tooth disease type 4a	http://purl.obolibrary.org/obo/MONDO_0008961	Charcot-Marie-Tooth disease type 4A
charcot-marie-tooth disease type 4b1	http://purl.obolibrary.org/obo/MONDO_0011066	Charcot-Marie-Tooth disease type 4B1
charcot-marie-tooth disease type 4b2	http://purl.obolibrary.org/obo/MONDO_0011475	Charcot-Marie-Tooth disease type 4B2
charcot-marie-tooth disease type 4b2 with early-onset glaucoma	http://purl.obolibrary.org/obo/MONDO_0011475	Charcot-Marie-Tooth disease type 4B2
charcot-marie-tooth disease type 4b3	http://purl.obolibrary.org/obo/MONDO_0014117	Charcot-Marie-Tooth disease type 4B3
charcot-marie-tooth disease type 4c	http://purl.obolibrary.org/obo/MONDO_0011113	Charcot-Marie-Tooth disease type 4C
charcot-marie-tooth disease type 4d	http://purl.obolibrary.org/obo/MONDO_0011085	Charcot-Marie-Tooth disease type 4D
charcot-marie-tooth disease type 4e	http://purl.obolibrary.org/obo/MONDO_0011527	Charcot-Marie-Tooth disease type 4E
charcot-marie-tooth disease type 4f	http://purl.obolibrary.org/obo/MONDO_0013959	Charcot-Marie-Tooth disease type 4F
charcot-marie-tooth disease type 4g	http://purl.obolibrary.org/obo/MONDO_0011534	Charcot-Marie-Tooth disease type 4G
charcot-marie-tooth disease type 4h	http://purl.obolibrary.org/obo/MONDO_0012250	Charcot-Marie-Tooth disease type 4H
charcot-marie-tooth disease type 4	http://purl.obolibrary.org/obo/MONDO_0018995	Charcot-Marie-Tooth disease type 4
charcot-marie-tooth disease type 4j	http://purl.obolibrary.org/obo/MONDO_0012640	Charcot-Marie-Tooth disease type 4J
charcot-marie-tooth disease type 4k	http://purl.obolibrary.org/obo/MONDO_0014733	Charcot-Marie-Tooth disease type 4K
charcot-marie-tooth disease type 4k	http://www.orpha.net/ORDO/Orphanet_391351	SURF1-related Charcot-Marie-Tooth disease type 4
charcot-marie-tooth disease type 5	http://purl.obolibrary.org/obo/MONDO_0010877	Charcot-Marie-Tooth disease type 5
charcot-marie-tooth disease, type ia	http://purl.obolibrary.org/obo/MONDO_0007309	Charcot-Marie-Tooth disease type 1A
charcot-marie-tooth disease, type i	http://purl.obolibrary.org/obo/MONDO_0019011	Charcot-Marie-Tooth disease type 1
charcot-marie-tooth disease type x	http://purl.obolibrary.org/obo/MONDO_0018994	Charcot-Marie-Tooth disease type X
charcot-marie-tooth disease x-linked dominant 1	http://purl.obolibrary.org/obo/MONDO_0010549	Charcot-Marie-Tooth disease X-linked dominant 1
charcot-marie-tooth disease x-linked dominant 1	http://www.orpha.net/ORDO/Orphanet_101075	X-linked Charcot-Marie-Tooth disease type 1
charcot-marie-tooth disease x-linked dominant 6	http://purl.obolibrary.org/obo/MONDO_0010479	Charcot-Marie-Tooth disease X-linked dominant 6
charcot-marie-tooth disease x-linked dominant 6	http://www.orpha.net/ORDO/Orphanet_352675	X-linked Charcot-Marie-Tooth disease type 6
charcot-marie-tooth disease x-linked recessive 4	http://purl.obolibrary.org/obo/MONDO_0010689	Charcot-Marie-Tooth disease X-linked recessive 4
charcot-marie-tooth disease x-linked recessive 4	http://www.orpha.net/ORDO/Orphanet_101078	X-linked Charcot-Marie-Tooth disease type 4
charcot-marie-tooth disease x-linked recessive 5	http://purl.obolibrary.org/obo/MONDO_0010699	Charcot-Marie-Tooth disease X-linked recessive 5
charcot-marie-tooth, intermediate	http://purl.obolibrary.org/obo/MONDO_0018778	intermediate Charcot-Marie-Tooth disease
charcot-marie-tooth neuropathy x	http://purl.obolibrary.org/obo/MONDO_0015626	Charcot-Marie-Tooth disease
charge association	http://purl.obolibrary.org/obo/MONDO_0008965	CHARGE syndrome
charlevoix-saguenay spastic ataxia	http://purl.obolibrary.org/obo/MONDO_0010041	Charlevoix-Saguenay spastic ataxia
charlevoix-saguenay spastic ataxia	http://www.orpha.net/ORDO/Orphanet_98	Autosomal recessive spastic ataxia of Charlevoix-Saguenay
char syndrome	http://purl.obolibrary.org/obo/MONDO_0008209	Char syndrome
chediak-higashi syndrome, childhood type	http://www.orpha.net/ORDO/Orphanet_167	Chédiak-Higashi syndrome
chédiak-higashi syndrome	http://www.orpha.net/ORDO/Orphanet_167	Chédiak-Higashi syndrome
chest pain	http://purl.obolibrary.org/obo/HP_0100749	Chest pain
chiari malformation	http://purl.obolibrary.org/obo/MONDO_0000115	Chiari malformation
chilblain lupus 1	http://purl.obolibrary.org/obo/MONDO_0019557	chilblain lupus
chilblain lupus 2	http://purl.obolibrary.org/obo/MONDO_0019557	chilblain lupus
chilblain lupus	http://purl.obolibrary.org/obo/MONDO_0019557	chilblain lupus
childhood absence epilepsy	http://purl.obolibrary.org/obo/MONDO_0010826	childhood absence epilepsy
childhood apraxia of speech	http://purl.obolibrary.org/obo/MONDO_0011184	childhood apraxia of speech
childhood encephalopathy due to thiamine pyrophosphokinase deficiency	http://purl.obolibrary.org/obo/MONDO_0013761	childhood encephalopathy due to thiamine pyrophosphokinase deficiency
childhood epilepsy with centrotemporal spikes	http://purl.obolibrary.org/obo/MONDO_0007295	childhood epilepsy with centrotemporal spikes
childhood epilepsy with centrotemporal spikes	http://www.orpha.net/ORDO/Orphanet_1945	Rolandic epilepsy
childhood hypophosphatasia	http://purl.obolibrary.org/obo/MONDO_0018570	hypophosphatasia
childhood-onset autosomal recessive myopathy with external ophthalmoplegia	http://purl.obolibrary.org/obo/MONDO_0018206	childhood-onset autosomal recessive myopathy with external ophthalmoplegia
childhood onset glut1 deficiency syndrome 2	http://purl.obolibrary.org/obo/MONDO_0012805	childhood onset GLUT1 deficiency syndrome 2
childhood onset glut1 deficiency syndrome 2	http://www.orpha.net/ORDO/Orphanet_98811	Paroxysmal exertion-induced dyskinesia
childhood-onset schizophrenia	http://www.orpha.net/ORDO/Orphanet_168778	Rare pervasive developmental disorder
childhood onset sensorineural hearing impairment	http://purl.obolibrary.org/obo/HP_0011474	Childhood onset sensorineural hearing impairment
child syndrome	http://purl.obolibrary.org/obo/MONDO_0010621	CHILD syndrome
chime syndrome	http://purl.obolibrary.org/obo/MONDO_0010221	CHIME syndrome
chitayat syndrome	http://purl.obolibrary.org/obo/MONDO_0014956	Chitayat syndrome
choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome	http://purl.obolibrary.org/obo/MONDO_0012064	choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome
choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome	http://www.orpha.net/ORDO/Orphanet_1200	Burn-McKeown syndrome
choanal atresia	http://purl.obolibrary.org/obo/MONDO_0012155	choanal atresia
cholangiocarcinoma	http://www.ebi.ac.uk/efo/EFO_0005221	cholangiocarcinoma
cholestanol storage disease	http://purl.obolibrary.org/obo/MONDO_0008948	cerebrotendinous xanthomatosis
cholestasis	http://purl.obolibrary.org/obo/MONDO_0001751	cholestasis
cholestasis, intrahepatic, of pregnancy, 1	http://purl.obolibrary.org/obo/MONDO_0019072	intrahepatic cholestasis
cholestasis, intrahepatic, of pregnancy, 1	http://www.ebi.ac.uk/efo/EFO_0009048	Intrahepatic cholestasis of pregnancy
cholestasis, intrahepatic, of pregnancy, 3	http://purl.obolibrary.org/obo/MONDO_0019072	intrahepatic cholestasis
cholestasis, intrahepatic, of pregnancy, 3	http://www.ebi.ac.uk/efo/EFO_0009048	Intrahepatic cholestasis of pregnancy
cholestasis, intrahepatic, of pregnancy, 3	http://www.ebi.ac.uk/efo/EFO_0009150	cholestasis, intrahepatic, of pregnancy 3
cholestasis, progressive familial intrahepatic, 10	http://purl.obolibrary.org/obo/MONDO_0015762	progressive familial intrahepatic cholestasis
cholestasis, progressive familial intrahepatic, 4	http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2
cholestasis, progressive familial intrahepatic, 5	http://purl.obolibrary.org/obo/MONDO_0015762	progressive familial intrahepatic cholestasis
cholesteatoma of middle ear	http://www.ebi.ac.uk/efo/EFO_1000678	cholesteatoma of middle ear
cholesteryl ester storage disease	http://purl.obolibrary.org/obo/MONDO_0019149	cholesteryl ester storage disease
chondrocalcinosis 2	http://purl.obolibrary.org/obo/MONDO_0007319	chondrocalcinosis 2
chondrocalcinosis	http://purl.obolibrary.org/obo/MONDO_0001314	chondrocalcinosis
chondrodysplasia blomstrand type	http://purl.obolibrary.org/obo/MONDO_0008970	chondrodysplasia Blomstrand type
chondrodysplasia	http://purl.obolibrary.org/obo/MONDO_0022723	chondrodysplasia
chondrodysplasia-pseudohermaphroditism syndrome	http://purl.obolibrary.org/obo/MONDO_0010814	chondrodysplasia-pseudohermaphroditism syndrome
chondrodysplasia-pseudohermaphroditism syndrome	http://www.orpha.net/ORDO/Orphanet_1422	Chondrodysplasia-difference of sex development syndrome
chondrodysplasia punctata 2, x-linked dominant, atypical	http://www.orpha.net/ORDO/Orphanet_35173	X-linked dominant chondrodysplasia punctata
chondrodysplasia punctata 2 x-linked dominant	http://www.orpha.net/ORDO/Orphanet_35173	X-linked dominant chondrodysplasia punctata
chondrodysplasia punctata, brachytelephalangic, autosomal	http://purl.obolibrary.org/obo/MONDO_0011238	chondrodysplasia punctata, brachytelephalangic, autosomal
chondrodysplasia with joint dislocations, gpapp type	http://purl.obolibrary.org/obo/MONDO_0013561	chondrodysplasia with joint dislocations, gPAPP type
chondrosarcoma	http://www.ebi.ac.uk/efo/EFO_0000333	chondrosarcoma
chordoma	http://purl.obolibrary.org/obo/MONDO_0008978	chordoma
chorea-acanthocytosis	http://purl.obolibrary.org/obo/MONDO_0008695	chorea-acanthocytosis
chorea-acanthocytosis	http://www.orpha.net/ORDO/Orphanet_2388	Choreoacanthocytosis
chorea, childhood-onset, with psychomotor retardation	http://purl.obolibrary.org/obo/MONDO_0014839	chorea, childhood-onset, with psychomotor retardation
chorea	http://www.ebi.ac.uk/efo/EFO_0004152	chorea
chorea	http://www.orpha.net/ORDO/Orphanet_1429	Benign hereditary chorea
choroidal dystrophy, central areolar, 1	http://purl.obolibrary.org/obo/MONDO_0008982	central areolar choroidal dystrophy
choroidal dystrophy, central areolar 2	http://purl.obolibrary.org/obo/MONDO_0008982	central areolar choroidal dystrophy
choroidal melanoma	http://www.ebi.ac.uk/efo/EFO_0009093	choroidal melanoma
choroideremia	http://purl.obolibrary.org/obo/MONDO_0010557	choroideremia
choroideremia, salla type	http://purl.obolibrary.org/obo/MONDO_0010557	choroideremia
choroid plexus carcinoma	http://purl.obolibrary.org/obo/MONDO_0016718	choroid plexus carcinoma
choroid plexus papilloma	http://www.ebi.ac.uk/efo/EFO_1000177	Choroid Plexus Papilloma
christianson syndrome	http://purl.obolibrary.org/obo/MONDO_0010278	Christianson syndrome
chromophobe renal cell carcinoma	http://www.ebi.ac.uk/efo/EFO_0000335	chromophobe renal cell carcinoma
chromosome 15q11.2 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0014294	chromosome 15q11.2 deletion syndrome
chromosome 15q13.3 microdeletion syndrome	http://purl.obolibrary.org/obo/MONDO_0012774	chromosome 15q13.3 microdeletion syndrome
chromosome 15q13.3 microdeletion syndrome	http://www.orpha.net/ORDO/Orphanet_199318	15q13.3 microdeletion syndrome
chromosome 15q26-qter deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0012964	chromosome 15q26-qter deletion syndrome
chromosome 16p11.2 duplication syndrome	http://purl.obolibrary.org/obo/MONDO_0013847	chromosome 16p11.2 duplication syndrome
chromosome 16p12.1 deletion syndrome, 520kb	http://purl.obolibrary.org/obo/MONDO_0007631	chromosome 16p12.1 deletion syndrome, 520kb
chromosome 16p13.3 duplication syndrome	http://purl.obolibrary.org/obo/MONDO_0013273	chromosome 16p13.3 duplication syndrome
chromosome 16 trisomy	http://purl.obolibrary.org/obo/MONDO_0022180	chromosome 16 trisomy
chromosome 17p13.1 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0013415	chromosome 17p13.1 deletion syndrome
chromosome 17p13.3 duplication syndrome	http://purl.obolibrary.org/obo/MONDO_0013182	chromosome 17p13.3 duplication syndrome
chromosome 17p13.3, telomeric, duplication syndrome	http://purl.obolibrary.org/obo/MONDO_0012944	chromosome 17P13.3, telomeric, duplication syndrome
chromosome 17q11.2 deletion syndrome, 1.4mb	http://purl.obolibrary.org/obo/MONDO_0013357	chromosome 17q11.2 deletion syndrome, 1.4Mb
chromosome 17q12 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0013797	chromosome 17q12 deletion syndrome
chromosome 17q12 duplication syndrome	http://www.orpha.net/ORDO/Orphanet_261272	17q12 microduplication syndrome
chromosome 19p13.13 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0013336	chromosome 19p13.13 deletion syndrome
chromosome 19q13.11 deletion syndrome, distal	http://purl.obolibrary.org/obo/MONDO_0013090	chromosome 19q13.11 deletion syndrome
chromosome 19q13.11 deletion syndrome, distal	http://www.orpha.net/ORDO/Orphanet_217346	19q13.11 microdeletion syndrome
chromosome 1p32-p31 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0013396	chromosome 1p32-p31 deletion syndrome
chromosome 1q21.1 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0012914	chromosome 1q21.1 deletion syndrome
chromosome 1q21.1 deletion syndrome	http://www.orpha.net/ORDO/Orphanet_250989	1q21.1 microdeletion syndrome
chromosome 1q21.1 duplication syndrome	http://www.orpha.net/ORDO/Orphanet_250994	1q21.1 microduplication syndrome
chromosome 1q41-q42 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0012927	chromosome 1q41-q42 deletion syndrome
chromosome 22q11.2 deletion syndrome, distal	http://purl.obolibrary.org/obo/MONDO_0012740	chromosome 22q11.2 deletion syndrome, distal
chromosome 22q11.2 microduplication syndrome	http://purl.obolibrary.org/obo/MONDO_0012020	chromosome 22q11.2 microduplication syndrome
chromosome 2p16.1-p15 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0012916	chromosome 2p16.1-p15 deletion syndrome
chromosome 2p16.3 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0013696	chromosome 2p16.3 deletion syndrome
chromosome 2q32-q33 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0012864	chromosome 2q32-q33 deletion syndrome
chromosome 2q37 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0010886	2q37 microdeletion syndrome
chromosome 3q13.31 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0014185	chromosome 3q13.31 deletion syndrome
chromosome 3q29 microdeletion syndrome	http://purl.obolibrary.org/obo/MONDO_0012774	chromosome 15q13.3 microdeletion syndrome
chromosome 3q29 microdeletion syndrome	http://www.orpha.net/ORDO/Orphanet_199318	15q13.3 microdeletion syndrome
chromosome 8q21.11 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0013646	chromosome 8q21.11 deletion syndrome
chromosome 9p deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0008013	chromosome 9p deletion syndrome
chromosome xp21 deletion syndrome	http://purl.obolibrary.org/obo/MONDO_0010399	chromosome Xp21 deletion syndrome
chromosome xq28 duplication syndrome	http://purl.obolibrary.org/obo/MONDO_0010436	chromosome Xq28 duplication syndrome
chronic and progressive ataxia	http://www.ebi.ac.uk/efo/EFO_0006505	chronic bronchitis
chronic atrial and intestinal dysrhythmia	http://purl.obolibrary.org/obo/MONDO_0014528	chronic atrial and intestinal dysrhythmia
chronic colitis	http://purl.obolibrary.org/obo/HP_0100281	Chronic colitis
chronic constipation	http://purl.obolibrary.org/obo/HP_0012450	Chronic constipation
chronic diarrhea	http://purl.obolibrary.org/obo/MONDO_0044751	chronic diarrheal disease
chronic gastritis	http://www.ebi.ac.uk/efo/EFO_0000337	chronic gastritis
chronic granulomatous disease	http://purl.obolibrary.org/obo/MONDO_0018305	chronic granulomatous disease
chronic infantile neurological, cutaneous and articular syndrome	http://purl.obolibrary.org/obo/MONDO_0011776	CINCA syndrome
chronic intestinal pseudoobstruction	http://purl.obolibrary.org/obo/MONDO_0017574	chronic intestinal pseudoobstruction
chronic kidney disease	http://www.ebi.ac.uk/efo/EFO_0003884	chronic kidney disease
chronic lactic acidosis	http://purl.obolibrary.org/obo/HP_0004925	Chronic lactic acidosis
chronic lung disease	http://www.ebi.ac.uk/efo/EFO_0009910	chronic lung disease
chronic mucocutaneous candidiasis	http://purl.obolibrary.org/obo/MONDO_0015279	chronic mucocutaneous candidiasis
chronic mucocutaneous candidiasis	http://www.orpha.net/ORDO/Orphanet_1334	Chronic mucocutaneous candidiasis
chronic myelogenous leukemia, bcr-abl1 positive	http://www.ebi.ac.uk/efo/EFO_0000339	chronic myelogenous leukemia
chronic myelomonocytic leukemia	http://www.ebi.ac.uk/efo/EFO_1001779	chronic myelomonocytic leukemia
chronic obstructive pulmonary disease	http://www.ebi.ac.uk/efo/EFO_0000341	chronic obstructive pulmonary disease
chronic osteomyelitis	http://www.ebi.ac.uk/efo/EFO_0003102	osteomyelitis
chronic pain	http://purl.obolibrary.org/obo/HP_0012532	Chronic pain
chronic pancreatitis	http://www.ebi.ac.uk/efo/EFO_0000342	chronic pancreatitis
chronic progressive multiple sclerosis	http://www.ebi.ac.uk/efo/EFO_0003840	chronic progressive multiple sclerosis
chronic sinusitis	http://www.ebi.ac.uk/efo/EFO_1000024	chronic rhinosinusitis
chudley-mccullough syndrome	http://purl.obolibrary.org/obo/MONDO_0011411	Chudley-McCullough syndrome
chuvash polycythemia	http://purl.obolibrary.org/obo/MONDO_0009892	Chuvash polycythemia
chuvash polycythemia	http://www.orpha.net/ORDO/Orphanet_238557	Chuvash erythrocytosis
chylomicron retention disease	http://purl.obolibrary.org/obo/MONDO_0009528	chylomicron retention disease
chylothorax	http://www.ebi.ac.uk/efo/EFO_1001780	Chylothorax
ciliary dyskinesia, primary, 36, x-linked	http://purl.obolibrary.org/obo/MONDO_0016575	primary ciliary dyskinesia
ciliary dyskinesia, primary, 37	http://purl.obolibrary.org/obo/MONDO_0033204	ciliary dyskinesia, primary, 37
ciliary dyskinesia, primary, 38	http://purl.obolibrary.org/obo/MONDO_0054843	ciliary dyskinesia, primary, 38
ciliary dyskinesia, primary, 39	http://purl.obolibrary.org/obo/MONDO_0032637	ciliary dyskinesia, primary, 39
ciliary dyskinesia, primary, 40	http://purl.obolibrary.org/obo/MONDO_0032664	ciliary dyskinesia, primary, 40
ciliary dyskinesia, primary, 41	http://purl.obolibrary.org/obo/MONDO_0016575	primary ciliary dyskinesia
ciliary dyskinesia, primary, 42	http://purl.obolibrary.org/obo/MONDO_0016575	primary ciliary dyskinesia
ciliary dyskinesia, primary, 43	http://purl.obolibrary.org/obo/MONDO_0032874	ciliary dyskinesia, primary, 43
ciliary dyskinesia, primary, 44	http://purl.obolibrary.org/obo/MONDO_0032914	ciliary dyskinesia, primary, 44
ciliary dyskinesia, primary, 45	http://purl.obolibrary.org/obo/MONDO_0032924	ciliary dyskinesia, primary, 45
ciliopathy	http://www.ebi.ac.uk/efo/EFO_0003900	ciliopathy
cirrhosis, familial	http://purl.obolibrary.org/obo/MONDO_0007329	cirrhosis, familial
cirrhosis of liver	http://www.ebi.ac.uk/efo/EFO_0001422	cirrhosis of liver
citalopram response	http://www.ebi.ac.uk/efo/EFO_0006329	response to citalopram
citrin deficiency	http://purl.obolibrary.org/obo/MONDO_0016602	citrin deficiency
citrullinemia	http://purl.obolibrary.org/obo/MONDO_0015991	citrullinemia
citrullinemia, mild	http://purl.obolibrary.org/obo/MONDO_0015991	citrullinemia
citrullinemia type i	http://purl.obolibrary.org/obo/MONDO_0008988	citrullinemia type I
